Comune;Provincia;Tipologia;Stelle;Nome;Telefono;Indirizzo;CAP;Citta;Sigla provincia;Indirizzo posta elettronica;Indirizzo internet;Codice esercizio;Id;Latitudine;Longitudine
GREVE IN CHIANTI;CITTA' METROPOLITANA DI FIRENZE;Case per Vacanze;0;TENUTA VICCHIOMAGGIO;55854079;Via Vicchiomaggio, 4;50022;Greve in Chianti;FI;info@vicchiomaggio.it;www.vicchimaggio.it;048021CAV0038;16723;435830644;113186815
GREVE IN CHIANTI;CITTA' METROPOLITANA DI FIRENZE;Case per Vacanze;0;VILLA;55855499;Via di Panzalla, 6;0;Greve in Chianti;FI;info@villafabbroni.com;www.villafabbroni.com;048021CAV0032;10589;4368592;1136372
GREVE IN CHIANTI;CITTA' METROPOLITANA DI FIRENZE;Case per Vacanze;0;VILLA BENEDETTA;55854193;Via Montefioralle - Case Sparse, 14;50022;Greve in Chianti;FI;villabenedetta.greveinchianti@gmail.com;;048021CAV0054;20901;43586097;11302809
GREVE IN CHIANTI;CITTA' METROPOLITANA DI FIRENZE;Case per Vacanze;0;VILLA I CASONI;;Via di Pancole, 133;50022;Greve in Chianti;FI;;;048021CAV0034;15169;436713317999999;112838358
GREVE IN CHIANTI;CITTA' METROPOLITANA DI FIRENZE;Case per Vacanze;0;VILLA IL CASTELLACCIO;55851188;Via Case Sparse, 99;50022;Greve in Chianti;FI;info@villailcastellaccio.com;www.villailcastellaccio.com;048021CAV0015;10573;435612987;113112696
GREVE IN CHIANTI;CITTA' METROPOLITANA DI FIRENZE;Case per Vacanze;0;VILLE I CIPRESSI;558549016;Via San Michele (Dudda),;50022;Greve in Chianti;FI;info@villeicipressi.com;www.villeicipressi.com;048021CAV0012;10571;4359912;1138397
GREVE IN CHIANTI;CITTA' METROPOLITANA DI FIRENZE;Ostelli;0;PARCO SAN MICHELE;55851034;Via Casole, 40;0;Greve in Chianti;FI;info@villasanmichele.it;www.villasanmichele.it\t;048021OST0004;20185;435539777;113678627
GREVE IN CHIANTI;CITTA' METROPOLITANA DI FIRENZE;Residence;3;CASPRINI DA OMERO;055850715 - 055850716;Via Giovanni Falcone, 68/70;50022;Greve in Chianti;FI;casprini@daomero.com;www.daomero.com;048021RES0001;10594;43624918;112824899
GREVE IN CHIANTI;CITTA' METROPOLITANA DI FIRENZE;Residenze d'Epoca;0;CASTELLO DI MUGNANA;55294151;Via di Mugnana, 106;0;Greve in Chianti;FI;info@castellodimugnana.it;www.castellodimugnana.it;048021REP0002;10593;436429917999999;11327277
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;ARMONIE DEL CHIANTI;3407991290;Via di Fabbiolle, 66/a;50023;Impruneta;FI;info@armoniedelchianti.com;www.armoniedelchianti.com;048022AFR1062;21758;43693572;1127383
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;BELLAVISTA IMPRUNETA;552011083;Via della Croce, 10;50023;Impruneta;FI;info@bellavistaimpruneta.it;;048022AFR1058;10616;43684888;112537082999999
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;BENEDETTA BIANCHI;552312558;Via Paolieri, 26;50023;Impruneta;FI;info@bed-breakfast-bianchi.it;www.bed-breakfast-bianchi.it;048022AFR1005;10604;436861238999999;112550577999999
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;IL POGGIOLO DELLE ROSE;552373641;Via Quintole per le Rose, 157/159;50023;Impruneta;FI;info@ilpoggiolodellerose.it;www.ilpoggiolodellerose.it;048022AFR1048;10610;437169813;112292916
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;IL POGGIOLO DELLE ROSE 1;552373641;Via Quintole per le Rose, 157/159;50023;Impruneta;FI;info@ilpoggiolodellerose.it;www.ilpoggiolodellerose.it;048022AFR1049;10611;437169813;112292916
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;IL POGGIOLO DELLE ROSE 2;552373641;Via Quintole per le Rose, 157/159;50023;Impruneta;FI;info@ilpoggiolodellerose.it;www.ilpoggiolodellerose.it;048022AFR1050;10612;437169813;112292916
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;LA CASA GIALLA;0552011994 - 055605039;Via Imprunetana per Pozzolatico, 25;50023;Impruneta;FI;paolascapicchi@interfree.it;;048022AFR1041;10606;436924485;112478783
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;LE SANTE MARIE;552326124;Via Falciani, 66a;50023;Impruneta;FI;rigogoli@tin.it;www.florencehills.com;048022AFR1043;10607;436763141;112161053
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;PODERE LE CAVE 1;3381385018;Riboia, 6/a;50023;Impruneta;FI;mariella@poderelecave.com;www.poderelecave.com;048022AFR1055;10613;43708807;112470779999999
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;PODERE LE CAVE 2;3381385018;Riboia, 6;50023;Impruneta;FI;mariella@poderelecave.com;www.poderelecave.com;048022AFR1056;10614;437081929;112145517
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;RESIDENZA IL COLLE;552010100;Via Dei Codacci, 33/35;50023;Impruneta;FI;info@residenzailcolle.it;www.residenzailcolle.it;048022AFR1045;10609;43694873;112584554
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;THE FLAT 233;3384835516;Via Imprunetana per Tavarnuzze, 233;50023;Impruneta;FI;info@theflat233.com;www.theflat233.com;048022AFR1063;22822;437168686;112293216
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;1;CORTEINPIETRA;55599101;Via di Fabiolle, 34;50023;Impruneta;FI;caterina.porzio1@gmail.com;;048022AAT0014;18884;436845156;112581395
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;1;IL TERMINE;55207037;Via delle Sodera, 47;50023;Impruneta;FI;info@iltermine.it;www.iltermine.it;048022AAT0004;10597;436606813;112613851999999
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;1;PODERE SCALUCCIA DI MEZZOMONTE;55208338;Via San Gersolè, 2;50023;Impruneta;FI;info@poderescaluccia.it;www.poderescalucci.it;048022AAT0016;19156;436845156;112581395
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;1;POGGIO DE' GALLI;55208300;Via S. Isidoro, 8;50023;Impruneta;FI;poggiodegalli@gmail.com;;048022AAT0015;18952;43712289;11254853
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;2;BORGO DEI RICCI;55208324;Via Imprunetana, 218;50023;Impruneta;FI;info@borgodeiricci.com;www.borgodeiricci.com;048022AAT0011;10602;437285610144903;112481546401977
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;2;CAFAGGIO;552012085;Via del Ferrone, 58;50023;Impruneta;FI;info@cafaggio.com;www.castellodicafaggio.com;048022AAT0007;10599;436779757999999;112565542999999
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;2;INALBI;552011797;Via Terre Bianche, 32;50023;Impruneta;FI;info@inalbi.it;www.inalbi.it;048022AAT0002;10596;436794523;112732339
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;2;I POGGI;3356596472;Via Imprunetana, 77;50023;Impruneta;FI;info@agriturismoippoggi.it;www.agriturismoipoggi.it;048022AAT0013;17763;43685975;11254211
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;2;I VITICCI PODERE IL POGGIO;552326155;Via San Lorenzo a Colline, 8;50023;Impruneta;FI;info@iviticci.it;www.iviticci.it;048022AAT0012;10603;43704008;11269198
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;2;TORRE ROSSA;55208185;VIA NALDINO, 11;50023;Impruneta;FI;info@torrerossa.com;www.torrerossa.com;048022AAT0017;20451;43720894;112601606
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;3;L'ERTA DI QUINTOLE;552011423;Via di Quintole per le Rose, 43;50023;Impruneta;FI;info@ertadiquintole.it;www.ertadiquintole.it;048022AAT0010;10601;436859749999999;112542109999999
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;3;OLMI GROSSI;552313883;Via Imprunetana per Tavarnuzze, 49;50023;Impruneta;FI;olmi.grossi@libero.it;www.agriturismo-olmigrossi.com;048022AAT0005;10598;436916635;112359613
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;3;PODERE CAPITETO;552373714;Via Riboia, 4;50023;Impruneta;FI;info@poderecapiteto.it;www.poderecapiteto.it;048022AAT0009;10600;43708853;11247337
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alberghi - Hotel;3;BELLAVISTA;552011083;Via della Croce, 2;50023;Impruneta;FI;info@bellavistaimpruneta.it;www.bellavistaimpruneta.it;048022ALB0003;10619;436850211;112541942999999
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alberghi - Hotel;3;VILLA AMBROSINA;552020491;Via Montebuoni, 95;50029;Impruneta;FI;info@lavallombrosina.it;www.lavallombrosina.it;048022ALB0001;10617;437049058;112116472
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alberghi - Hotel;3;VILLA CESI;552011186;VIA DELLE TERRE BIANCHE, 1;50023;Impruneta;FI;info@hotelvillacesi.com;;048022ALB0006;22037;43678583;1126734
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;ARTEARE;3396466507;Via M. Maltoni, 6;50023;Impruneta;FI;info@arteare.net;www.arteare.net;048022ALL0040;21014;436926504;112553701
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;CASA BARTOLINI;552047493;VIA VOLTERRANA, 5;50023;Impruneta;FI;info@dariobartolini.net;www.casabartolini.it;048022ALL0042;22073;437267269;11200891
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;CASA LAURA;552020580;Via Gramsci, 9;50023;Impruneta;FI;info@casadilaura.it;www.casadilaura.it;048022ALL0017;10627;437095902;112175631
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;COTTAGE ALLE PORTE DEL CHIANTI;3772506779;VIA DELLE TERRE BIANCHE, 30;50023;Impruneta;FI;claudiaevahid@gmail.com;;048022ALL0047;22753;43679463;11273225
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;IL DESCO;3297331197;via Desco, 47;50023;Impruneta;FI;elisa.billeri@gmail.com;;048022ALL0048;22781;436913853;112541405
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;IL GIARDINO DI PLATONE;552011747;VIA DI MASSOLE, 17;50023;Impruneta;FI;cppsdr@gmail.com;;048022ALL0045;22391;436905093;112544132
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;IL TERRAZZINO;3388922844;VIA MONTEBUONI, 205;50023;Impruneta;FI;mariapiatordelli16@gmail.com;;048022ALL0039;20681;437096783;112184402
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;LA BORRAINA;3337478801;Via Lanciola, 10;50023;Impruneta;FI;riccardociappelli@me.com;;048022ALL0046;22567;437320629;11251985
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;LA CASA DI ZARINO;552011455;Via del Ferrone, 47;50023;Impruneta;FI;info@casadizarino.it;www.casadizarino.it;048022ALL0018;10628;436785302999999;112565560999999
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;LA LUNA;3476831969;Via della Bifonica, 32;50023;Impruneta;FI;saradigregorio@hotmail.com;;048022ALL0033;17191;436932234;112213392
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;LA PINETINA;3497192396;VIA DELLA PINETINA, 55;50023;Impruneta;FI;renatacari@virgilio.it;;048022ALL0044;22393;436778;11262852
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;LA RAVANELLA;552011161;Via Imprunetana per Pozzolatico, 91;50023;Impruneta;FI;laravanella@virgilio.it;www.laravanella.it;048022ALL0025;10635;437038579;112496667999999
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;LEONLORI;3922404870;VIA IMPRUNETANA PER POZZOLATICO, 89;50023;Impruneta;FI;villaleonlori@gmail.com;;048022ALL0041;22035;43702716;11248552
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;OLEANDRO;552011955;VIA FABBIOLLE, 68;50023;Impruneta;FI;garcea.roberto@tiscali.it;;048022ALL0049;22816;4369358;11273839
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;PODERE CHIESA;3341027711;VIA VECCHIA DI POZZOLATICO, 2/4;50023;Impruneta;FI;consuelotesei@gmail.com;;048022ALL0037;19711;43725475;11243826
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SEI CIPRESSI;552012334;Via delle Sodera, 14;50023;Impruneta;FI;info@seicipressi.it;www.seicipressi.it;048022ALL0034;18078;43670827;11264963
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;VILLA MONTEORIOLO;55208418;Via Imprunetana per Pozzolatico, 72;50023;Impruneta;FI;info@villamonteoriolo.it;;048022ALL0006;10621;43708529;11255108
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;VILLA SALADINI;3384514490;Viale Vittorio Veneto, 45;50023;Impruneta;FI;marcomorici@hotmail.com;;048022ALL0026;10636;43685975;11254211
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;VILLETTA GABRIELLA;552373752;Vicolo Rose, 9;0;Impruneta;FI;gius_ciri@icloud.com;;048022ALL0043;22296;43713427;11227358
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Campeggi;3;CAMPING INTERNAZIONALE FIRENZE;552374704;S.Cristofano, 2;0;Impruneta;FI;internazionale@florencevillage.com;www.florencevillage.com;048022CAM0001;10641;4372370003677;112192349944457
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;VILLA CASTIGLIONE;552373684;Via Colleramole, 20;50023;Impruneta;FI;info@villacastiglione.com;www.villacastiglione.com;048022CAF0002;10640;437207455813947;112148094177246
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Case per Vacanze;0;CASA UGOLINO;3356149838;Via dell' Oliveta, 12;50023;Impruneta;FI;casaugolino@iol.it;www.well.it/casaugolino;048022CAV0006;10644;43694692;11287644
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Case per Vacanze;0;IL CASALONE;552022378;VIA QUINTOLE PER LE ROSE, 85;50023;Impruneta;FI;info@ilcasalone.net;www.ilcasalone.net;048022CAV0004;10643;43705277;11232202
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Case per Vacanze;0;LA CASA GIALLA;552011994;Via Imprunetana per Pozzolatico, 25;50023;Impruneta;FI;paolascapicchi@interfree.it;;048022CAV0009;10647;436926562;112535851999999
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Case per Vacanze;0;L'OLIVO;552313885;VIA IMPRUNETANA PER POZZOLATICO, 60;50023;Impruneta;FI;laurabaroni237@alice.it;;048022CAV0018;22392;437021;11249355
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Case per Vacanze;0;L'ORCIO;552313885;VIA IMPRUNETANA PER POZZOLATICO, 60;50023;Impruneta;FI;laurabaroni237@alice.it;;048022CAV0019;22395;437021;11249355
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Case per Vacanze;0;RESIDENZA IL COLLE;552010100;Via Dei Codacci, 33/35;50023;Impruneta;FI;info@residenzailcolle.it;www.residenzailcolle.it;048022CAV0010;10648;43694873;112584554
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Case per Vacanze;0;VILLA LA QUERCE;552011380;Via Imprunetana per Tavarnuzze, 26-28-30;50023;Impruneta;FI;domitilla@laquerce.com;www.laquerce.com;048022CAV0014;12788;436921524;112389903
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Residence;3;ROCCA DEL PALAZZACCIO;;Via Palazzaccio, 5;0;Impruneta;FI;info@roccapalazzaccio.com;;048022RES0004;22146;4370795;1120967
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Residence;4;POGGIO DEL GOLF;55230551;Via Poggio Ugolino, 1;50023;Impruneta;FI;info@poggiogolf.it;www.poggiogolf.it;048022RES0001;10654;43695592;11291558
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Residence;4;RELAIS VILLA L'OLMO;552311311;Via Imprunetana per Tavarnuzze, 19;50023;Impruneta;FI;info@relaisfarmholiday.com;www.relaisfarmholiday.it;048022RES0002;10655;436880142;112501721999999
IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Residenze d'Epoca;0;LE ROSE;55295415;Via di Brancolano, 2;50023;Impruneta;FI;paola@villalerose.com;;048022REP0001;10652;437223982;112297067
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;CASA AL VENTO PALAZZOLO;3483812822;Via Santa Maria maddalena, 13;50064;Incisa in Val d'Arno;FI;info@relaisvillalavento.com;;048023AFR1011;20345;436904356;114473177
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;EINSTEIN'S HOUSE;558334326;Via A. Einstein, 17;50064;Incisa in Val d'Arno;FI;stefano_torrini@alice.it;www.einstein-house.com;048023AFR1008;12683;436652236999999;114457196
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;RELAIS VILLA AL VENTO;3483812822;Via Santa Maria Maddalena, 13;50064;Incisa in Val d'Arno;FI;info@relaisvillaalvento.com;www.relaisvillaalvento.com;048023AFR1006;10661;436892762;114371462
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;RELAIS VILLA BELVEDERE;558880124;Via Caprilli, 1;50064;Incisa in Val d'Arno;FI;burchidaniela@gmail.com;www.relaisvillabelvedere.it;048023AFR1010;19686;43666118;11448342
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;1;GLI ALLORI;558337861;Via Borri, 10;50064;Incisa in Val d'Arno;FI;danielabecattini@tiscali.it;www.gliallori.com;048023AAT0006;12677;436657011;114225592
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;2;BELLAVISTA;558335143;Via Montelfi, 1;50064;Incisa in Val d'Arno;FI;info@agriturismobellavista.com;www.agriturismobellavista.com;048023AAT0003;10659;436658421393653;114424270391464
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;2;CASTELLO DI PRATELLI;558335986;Via di Pratelli, 1a;50063;Incisa in Val d'Arno;FI;info@castellodipratelli.it;www.castellodipratelli.it;048023AAT0001;10657;436540093080972;114203310012817
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;2;L'ERBA ALTA;558335748;Via di San Vito, 45;50064;Incisa in Val d'Arno;FI;giovanni_tiranno@alice.it;;048023AAT0008;20147;436629129;114317789
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;2;LOPPIANO;558336278;Via Tracolle, 2;50064;Incisa in Val d'Arno;FI;;;048023AAT0004;10660;43646023;11451107
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;2;PODERACCIO;558335628;Via San Michele, 15;50064;Incisa in Val d'Arno;FI;info@agripoderaccio.it;www.agripoderaccio.it;048023AAT0007;18422;436787071800821;114034618718139
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;2;POGGIO PRATELLI;558337866;Via Borri, 8;50064;Incisa in Val d'Arno;FI;info@poggiopratelli.it;www.poggiopratelli.it;048023AAT0002;10658;436515122572923;114102424962036
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Alberghi - Hotel;1;LA ROTONDA;558330163;Via Fiorentina, 18;50064;Incisa in Val d'Arno;FI;dinobor@tiscali.it;;048023ALB0001;10663;43689743;11435691
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Alberghi - Hotel;3;TENUTA IL BURCHIO;558330124;Via Poggio al Burchio, 4;50064;Incisa in Val d'Arno;FI;tenutailburchio@aruba.it;www.ilburchio.it;048023ALB0003;10664;436795232469607;11442711353302
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;CASALE GINETTE;558330015;Via S. Maria Maddalena, 47;0;Incisa in Val d'Arno;FI;;;048023ALL0008;20739;436909607;114519733
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;CERCHIAIA;558336346;Via Tracolle, 16;50064;Incisa in Val d'Arno;FI;bbcerchiaia@alice.it;;048023ALL0006;10668;436487322;114506804
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;GALLETTI GIAMPIERO;558337910;Via Entrata, 21;50064;Incisa in Val d'Arno;FI;podere.eggi@tiscali.it;;048023ALL0002;10666;436825874;114257404999999
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;IL GIAGGIOLO;;Via Poggio alla Croce, 51;50064;Incisa in Val d'Arno;FI;;;048023ALL0009;20953;436497103;11392154
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;LA CASA DI RITA;558330099;Via Santa Maria Maddalena, 27;50064;Incisa in Val d'Arno;FI;info@lacasadirita.it;www.lacasadirita.it;048023ALL0003;10667;436892762;114371462
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Case per Vacanze;0;FATTORIA BELVEDERE;558336127;Via Caprilli, 1;0;Incisa in Val d'Arno;FI;info@relaisvillabelvedere.it;www.relaisvillabelvedere.it;048023CAV0003;10670;436561359;11449096
INCISA IN VAL D'ARNO;CITTA' METROPOLITANA DI FIRENZE;Case per Vacanze;0;FIENILE S. LAURA;558330127;Via Bifolcheria, 17;0;Incisa in Val d'Arno;FI;;www.fienilesantalaura.it;048023CAV0004;10671;436657011;114225592
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;CASCINA DE' FAGIOLARI (FIENILE);55878379;VIA di BRACCIATICA, 15;50055;Lastra a Signa;FI;info@cascinadefagiolari.it;www.cascinadefagiolari.it;048024AFR1011;10688;437336857;110711795
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;CASCINA DE' FAGIOLARI (RISTORANTE);55878379;Via di Bracciatica, 15;50055;Lastra a Signa;FI;info@cascinadefagiolari.it;www.cascinadefagiolari.it;048024AFR1009;10686;437336857;110711795
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;CASCINA DE' FAGIOLARI (VILLA);55878379;Via di Bracciatica, 17;50055;Lastra a Signa;FI;info@cascinadefagiolari.it;www.cascinadefagiolari.it;048024AFR1007;10684;4374061;1107763
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;EUROTRAVEL BED AND CAR (1 MAGGIO);558722120;Via 1° Maggio, 16;50055;Lastra a Signa;FI;bedandcar@virgilio.it;www.bedandcar.it;048024AFR1003;10681;437694367;111076292
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;EUROTRAVEL BED AND CAR DI LESTINGI CARLA;558722120;Via Livornese, 48;50055;Lastra a Signa;FI;bedandcar@virgilio.it;www.bedandcar.it;048024AFR1012;10689;437697434999999;111178384999999
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;EUROTRAVEL BED AND CAR SRL (CARUSO);558722120;Via Caruso, 1;50055;Lastra a Signa;FI;q@fiaip.it;www.bedandcar.it;048024AFR1017;10694;437761052;110856559
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;EUROTRAVEL BED AND CAR SRL (DIAZ);558722120;Via Diaz, 120;50055;Lastra a Signa;FI;q@fiaip.it;www.bedandcar.it;048024AFR1015;10692;437682162999999;111042784999999
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;EUROTRAVEL BED AND CAR SRL VIA TOGLIATTI 17;558722120;Via Togliatti, 17;50055;Lastra a Signa;FI;bedandcar@virgilio.it;www.bedandcar.it;048024AFR1019;10695;437691246999999;111162311999999
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;IL BORGHETTO;558784779;VIA DEL POLLAIOLO, 7e;0;Lastra a Signa;FI;info@ilborghettodifirenze.com;www.ilborghettodifirenze.com;048024AFR1031;20158;437476022;110800033
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;LA DOLCE VITA;558723149;Via L. da Vinci, 28;50055;Lastra a Signa;FI;cei.paola@gmail.com;;048024AFR1029;15281;437585853;111079451
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;LASTRA A SIGNA BED&CAR;558722120;Via Gramsci, 7;50055;Lastra a Signa;FI;mg@bedandcar.it;www.bedandcar.it;048024AFR1024;10699;437688982999999;111108838999999
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;LEONARDO DA VINCI BED & CAR;558722120;Via Leonardo da Vinci, 33;50055;Lastra a Signa;FI;bedandcar@virgilio.it;www.bedandcar.it;048024AFR1025;10700;437597509;111095772
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;VALDIROSE;558724608;Via Val di Rose, 35;50055;Lastra a Signa;FI;irene@valdirose.com;www.valdirose.com;048024AFR1028;10703;437664366999999;110985060999999
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;VILLA LYSIS;558713400;Via di Calcinaia, 82a;50055;Lastra a Signa;FI;anbertini52@gmail.com;www.villallysis.it;048024AFR1006;10683;43760384;11104877
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;XXIV MAGGIO BED & CAR;558722120;Via XXIV Maggio, 102;50055;Lastra a Signa;FI;bedandcar@virgilio.it;www.bedandcar.it;048024AFR1026;10701;437706671999999;111109839
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;ZANTEDESCHI GIOVANNA.;55702165;Via Erta, 27;50055;Lastra a Signa;FI;;;048024AFR1001;10680;437777585999999;11080325
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Affittacamere;0;ZIMMER;558722985;Via Livornese, 48;50055;Lastra a Signa;FI;querceimm@inwind.it;;048024AFR1013;10690;437697434999999;111178384999999
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;1;AI MANDRIOLI;558784765;Via di Novoli, 15;50055;Lastra a Signa;FI;info@agriturismoaimandrioli.it;www.agriturismoaimandrioli.it;048024AAT0015;18885;43753861730714;110582363899472
LASTRA A SIGNA;CITTA' METROPOLITANA DI FIRENZE;Agriturismi;1;BIAGI DANIELA;558729003;Via del Pollaiolo, 57;50055;Lastra a Signa;FI;;;048024AAT0018;23034;437349202;110955387
